SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
1043,RIVER GOMTI AT JAUNPUR U/S,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.74870300,82.68484000,02-11-2021 08:30,2.4,"",800,""
1044,RIVER GOMTI AT JAUNPUR U/S,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.74870300,82.68484000,02-12-2021 08:30,2.7,"",1300,""
1045,RIVER GOMTI AT MOHMEAK D/S,CPCB,9,Uttar Pradesh,159,KHERI,MOHAMMADI,-,-,-,-,-,-,-,-,27.80731700,80.43667000,17-06-2021 08:30,9.5,"",79000,""
1046,RIVER GOMTI AT MOHMEAK D/S,CPCB,9,Uttar Pradesh,159,KHERI,MOHAMMADI,-,-,-,-,-,-,-,-,27.80731700,80.43667000,21-07-2021 08:30,11,"",110000,""
1047,RIVER GOMTI AT MOHMEAK D/S,CPCB,9,Uttar Pradesh,159,KHERI,MOHAMMADI,-,-,-,-,-,-,-,-,27.80731700,80.43667000,08-08-2021 08:30,9.5,"",70000,""
1048,RIVER GOMTI AT MOHMEAK U/S,CPCB,9,Uttar Pradesh,159,KHERI,MOHAMMADI,-,-,-,-,-,-,-,-,27.82075200,80.43049200,17-06-2021 08:30,9,"",70000,""
1049,RIVER GOMTI AT MOHMEAK U/S,CPCB,9,Uttar Pradesh,159,KHERI,MOHAMMADI,-,-,-,-,-,-,-,-,27.82075200,80.43049200,21-07-2021 08:30,10,"",79000,""
1050,RIVER GOMTI AT MOHMEAK U/S,CPCB,9,Uttar Pradesh,159,KHERI,MOHAMMADI,-,-,-,-,-,-,-,-,27.82075200,80.43049200,08-08-2021 08:30,9,"",70000,""
1051,RIVER GOMTI AT NEEMSAR D/S,CPCB,9,Uttar Pradesh,150,HARDOI,SANDILA,-,-,-,-,-,-,-,-,27.26441600,80.53688300,24-06-2021 08:30,2.7,"",1700,""
1052,RIVER GOMTI AT NEEMSAR D/S,CPCB,9,Uttar Pradesh,150,HARDOI,SANDILA,-,-,-,-,-,-,-,-,27.26441600,80.53688300,21-07-2021 08:30,2.9,"",2100,""
1053,RIVER GOMTI AT NEEMSAR D/S,CPCB,9,Uttar Pradesh,150,HARDOI,SANDILA,-,-,-,-,-,-,-,-,27.26441600,80.53688300,25-08-2021 08:30,2.8,"",1400,""
1054,RIVER GOMTI AT NEEMSAR U/S,CPCB,9,Uttar Pradesh,150,HARDOI,SANDILA,-,-,-,-,-,-,-,-,27.35031200,80.46021100,28-05-2021 08:30,2.5,"",2200,""
1055,RIVER GOMTI AT NEEMSAR U/S,CPCB,9,Uttar Pradesh,150,HARDOI,SANDILA,-,-,-,-,-,-,-,-,27.35031200,80.46021100,24-06-2021 08:30,2.6,"",1400,""
1056,RIVER GOMTI AT NEEMSAR U/S,CPCB,9,Uttar Pradesh,150,HARDOI,SANDILA,-,-,-,-,-,-,-,-,27.35031200,80.46021100,21-07-2021 08:30,2.8,"",1700,""
1057,RIVER GOMTI AT NEEMSAR U/S,CPCB,9,Uttar Pradesh,150,HARDOI,SANDILA,-,-,-,-,-,-,-,-,27.35031200,80.46021100,25-08-2021 08:30,2.7,"",1100,""
1058,RIVER GOMTI AT PIPRAGHAT D/S,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.73617300,82.73997100,17-06-2021 08:30,15,"",170000,""
1059,RIVER GOMTI AT PIPRAGHAT D/S,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.73617300,82.73997100,21-07-2021 08:30,12.5,"",130000,""
1060,RIVER GOMTI AT PIPRAGHAT D/S,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.73617300,82.73997100,08-08-2021 08:30,12,"",110000,""
1061,RIVER GOMTI AT PIPRAGHAT U/S,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.76944200,82.66231000,17-06-2021 08:30,14.5,"",130000,""
1062,RIVER GOMTI AT PIPRAGHAT U/S,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.76944200,82.66231000,21-07-2021 08:30,12,"",110000,""
1063,RIVER GOMTI AT PIPRAGHAT U/S,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.76944200,82.66231000,08-08-2021 08:30,11.5,"",110000,""
1064,RIVER HINDON AT BARNAWA D/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.09236100,77.42329300,27-01-2021 08:30,50,"",94000,""
1065,RIVER HINDON AT BARNAWA D/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.09236100,77.42329300,20-02-2021 08:30,56,"",92000,""
1066,RIVER HINDON AT BARNAWA D/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.09236100,77.42329300,26-03-2021 08:30,54,"",98000,""
1067,RIVER HINDON AT BARNAWA D/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.09236100,77.42329300,27-04-2021 08:30,58,"",110000,""
1068,RIVER HINDON AT BARNAWA D/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.09236100,77.42329300,27-05-2021 08:30,56,"",100000,""
1069,RIVER HINDON AT BARNAWA D/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.09236100,77.42329300,28-06-2021 08:30,55,"",110000,""
1070,RIVER HINDON AT BARNAWA D/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.09236100,77.42329300,28-07-2021 08:30,54,"",100000,""
1071,RIVER HINDON AT BARNAWA D/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.09236100,77.42329300,27-08-2021 08:30,52,"",94000,""
1072,RIVER HINDON AT BARNAWA D/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.09236100,77.42329300,27-09-2021 08:30,52,"",92000,""
1073,RIVER HINDON AT BARNAWA D/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.09236100,77.42329300,29-10-2021 08:30,52,"",94000,""
1074,RIVER HINDON AT BARNAWA D/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.09236100,77.42329300,27-11-2021 08:30,54,"",84000,""
1075,RIVER HINDON AT BARNAWA D/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.09236100,77.42329300,24-12-2021 08:30,52,"",79000,""
1076,RIVER HINDON AT BARNAWA U/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.12803200,77.44774600,07-01-2021 08:30,52,"",110000,""
1077,RIVER HINDON AT BARNAWA U/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.12803200,77.44774600,02-02-2021 08:30,58,"",120000,""
1078,RIVER HINDON AT BARNAWA U/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.12803200,77.44774600,06-03-2021 08:30,56,"",110000,""
1079,RIVER HINDON AT BARNAWA U/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.12803200,77.44774600,06-04-2021 08:30,58,"",120000,""
1080,RIVER HINDON AT BARNAWA U/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.12803200,77.44774600,06-05-2021 08:30,56,"",110000,""
1081,RIVER HINDON AT BARNAWA U/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.12803200,77.44774600,07-06-2021 08:30,58,"",120000,""
1082,RIVER HINDON AT BARNAWA U/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.12803200,77.44774600,07-07-2021 08:30,56,"",110000,""
1083,RIVER HINDON AT BARNAWA U/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.12803200,77.44774600,07-08-2021 08:30,54,"",100000,""
1084,RIVER HINDON AT BARNAWA U/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.12803200,77.44774600,09-09-2021 08:30,56,"",110000,""
1085,RIVER HINDON AT BARNAWA U/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.12803200,77.44774600,05-10-2021 08:30,56,"",110000,""
1086,RIVER HINDON AT BARNAWA U/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.12803200,77.44774600,08-11-2021 08:30,58,"",100000,""
1087,RIVER HINDON AT BARNAWA U/S,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.12803200,77.44774600,06-12-2021 08:30,56,"",110000,""
1088,RIVER HINDON AT GHAZIABAD U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.73389100,77.38523600,01-01-2021 08:30,26,"",270000,""
1089,RIVER HINDON AT GHAZIABAD U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.73389100,77.38523600,04-02-2021 08:30,23,"",140000,""
1090,RIVER HINDON AT GHAZIABAD U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.73389100,77.38523600,10-03-2021 08:30,23,"",170000,""
1091,RIVER HINDON AT GHAZIABAD U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.73389100,77.38523600,08-04-2021 08:30,15,"",170000,""
1092,RIVER HINDON AT GHAZIABAD U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.73389100,77.38523600,08-05-2021 08:30,12,"",140000,""
1093,RIVER HINDON AT GHAZIABAD U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.73389100,77.38523600,09-06-2021 08:30,18,"",110000,""
1094,RIVER HINDON AT GHAZIABAD U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.73389100,77.38523600,13-07-2021 08:30,20,"",140000,""
1095,RIVER HINDON AT GHAZIABAD U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.73389100,77.38523600,11-08-2021 08:30,15,"",170000,""
1096,RIVER HINDON AT GHAZIABAD U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.73389100,77.38523600,08-09-2021 08:30,17,"",140000,""
1097,RIVER HINDON AT GHAZIABAD U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.73389100,77.38523600,14-10-2021 08:30,18,"",210000,""
1098,RIVER HINDON AT GHAZIABAD U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.73389100,77.38523600,20-11-2021 08:30,16,"",280000,""
1099,RIVER HINDON AT GHAZIABAD U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.73389100,77.38523600,03-12-2021 08:30,24,"",110000,""
1100,RIVER HINDON AT MOHAN NAGAR D/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.66441900,77.39953100,01-01-2021 08:30,42,"",1.1e+06,""
1101,RIVER HINDON AT MOHAN NAGAR D/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.66441900,77.39953100,04-02-2021 08:30,52,"",2.2e+06,""
1102,RIVER HINDON AT MOHAN NAGAR D/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.66441900,77.39953100,13-03-2021 08:30,48,"",2.8e+06,""
1103,RIVER HINDON AT MOHAN NAGAR D/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.66441900,77.39953100,08-04-2021 08:30,50,"",220000,""
1104,RIVER HINDON AT MOHAN NAGAR D/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.66441900,77.39953100,08-05-2021 08:30,39,"",2.6e+06,""
1105,RIVER HINDON AT MOHAN NAGAR D/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.66441900,77.39953100,09-06-2021 08:30,25.5,"",1.2e+06,""
1106,RIVER HINDON AT MOHAN NAGAR D/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.66441900,77.39953100,13-07-2021 08:30,31.5,"",1.7e+06,""
1107,RIVER HINDON AT MOHAN NAGAR D/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.66441900,77.39953100,11-08-2021 08:30,17,"",210000,""
1108,RIVER HINDON AT MOHAN NAGAR D/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.66441900,77.39953100,08-09-2021 08:30,19,"",280000,""
1109,RIVER HINDON AT MOHAN NAGAR D/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.66441900,77.39953100,14-10-2021 08:30,21,"",220000,""
1110,RIVER HINDON AT MOHAN NAGAR D/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.66441900,77.39953100,20-11-2021 08:30,27,"",280000,""
1111,RIVER HINDON AT MOHAN NAGAR D/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.66441900,77.39953100,03-12-2021 08:30,29,"",150000,""
1112,RIVER HINDON AT MOHAN NAGAR U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.68532900,77.39246700,01-01-2021 08:30,25,"",1.7e+06,""
1113,RIVER HINDON AT MOHAN NAGAR U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.68532900,77.39246700,04-02-2021 08:30,27,"",170000,""
1114,RIVER HINDON AT MOHAN NAGAR U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.68532900,77.39246700,10-03-2021 08:30,25,"",220000,""
1115,RIVER HINDON AT MOHAN NAGAR U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.68532900,77.39246700,08-04-2021 08:30,20,"",140000,""
1116,RIVER HINDON AT MOHAN NAGAR U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.68532900,77.39246700,08-05-2021 08:30,20,"",210000,""
1117,RIVER HINDON AT MOHAN NAGAR U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.68532900,77.39246700,10-06-2021 08:30,22,"",130000,""
1118,RIVER HINDON AT MOHAN NAGAR U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.68532900,77.39246700,13-07-2021 08:30,25,"",110000,""
1119,RIVER HINDON AT MOHAN NAGAR U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.68532900,77.39246700,11-08-2021 08:30,11,"",130000,""
1120,RIVER HINDON AT MOHAN NAGAR U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.68532900,77.39246700,08-09-2021 08:30,12,"",220000,""
1121,RIVER HINDON AT MOHAN NAGAR U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.68532900,77.39246700,14-10-2021 08:30,16,"",140000,""
1122,RIVER HINDON AT MOHAN NAGAR U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.68532900,77.39246700,20-11-2021 08:30,14,"",120000,""
1123,RIVER HINDON AT MOHAN NAGAR U/S,CPCB,9,Uttar Pradesh,145,GHAZIABAD,GHAZIABAD,-,-,-,-,-,-,-,-,28.68532900,77.39246700,03-12-2021 08:30,21,"",120000,""
1124,RIVER HINDON AT SARDHANA BUDHANA ROAD VILLAGE BAPARSI MEERUT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.18616900,77.49411400,04-01-2021 08:30,46,"",120000,""
1125,RIVER HINDON AT SARDHANA BUDHANA ROAD VILLAGE BAPARSI MEERUT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.18616900,77.49411400,03-02-2021 08:30,64,"",120000,""
1126,RIVER HINDON AT SARDHANA BUDHANA ROAD VILLAGE BAPARSI MEERUT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.18616900,77.49411400,03-03-2021 08:30,66,"",98000,""
1127,RIVER HINDON AT SARDHANA BUDHANA ROAD VILLAGE BAPARSI MEERUT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.18616900,77.49411400,03-04-2021 08:30,68,"",100000,""
1128,RIVER HINDON AT SARDHANA BUDHANA ROAD VILLAGE BAPARSI MEERUT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.18616900,77.49411400,03-05-2021 08:30,66,"",91000,""
1129,RIVER HINDON AT SARDHANA BUDHANA ROAD VILLAGE BAPARSI MEERUT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.18616900,77.49411400,03-06-2021 08:30,68,"",92000,""
1130,RIVER HINDON AT SARDHANA BUDHANA ROAD VILLAGE BAPARSI MEERUT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.18616900,77.49411400,03-07-2021 08:30,64,"",94000,""
1131,RIVER HINDON AT SARDHANA BUDHANA ROAD VILLAGE BAPARSI MEERUT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.18616900,77.49411400,03-08-2021 08:30,62,"",84000,""
1132,RIVER HINDON AT SARDHANA BUDHANA ROAD VILLAGE BAPARSI MEERUT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.18616900,77.49411400,03-09-2021 08:30,64,"",84000,""
1133,RIVER HINDON AT SARDHANA BUDHANA ROAD VILLAGE BAPARSI MEERUT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.18616900,77.49411400,04-10-2021 08:30,58,"",94000,""
1134,RIVER HINDON AT SARDHANA BUDHANA ROAD VILLAGE BAPARSI MEERUT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.18616900,77.49411400,03-11-2021 08:30,54,"",84000,""
1135,RIVER HINDON AT SARDHANA BUDHANA ROAD VILLAGE BAPARSI MEERUT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,29.18616900,77.49411400,03-12-2021 08:30,55,"",79000,""
1136,RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD VILL. KOL MEERUT,CPCB,9,Uttar Pradesh,169,MEERUT,MEERUT,-,-,-,-,-,-,-,-,28.98085700,77.79042800,04-01-2021 08:30,48,"",100000,""
1137,RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD VILL. KOL MEERUT,CPCB,9,Uttar Pradesh,169,MEERUT,MEERUT,-,-,-,-,-,-,-,-,28.98085700,77.79042800,03-02-2021 08:30,52,"",120000,""
1138,RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD VILL. KOL MEERUT,CPCB,9,Uttar Pradesh,169,MEERUT,MEERUT,-,-,-,-,-,-,-,-,28.98085700,77.79042800,03-03-2021 08:30,54,"",120000,""
1139,RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD VILL. KOL MEERUT,CPCB,9,Uttar Pradesh,169,MEERUT,MEERUT,-,-,-,-,-,-,-,-,28.98085700,77.79042800,03-04-2021 08:30,56,"",130000,""
1140,RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD VILL. KOL MEERUT,CPCB,9,Uttar Pradesh,169,MEERUT,MEERUT,-,-,-,-,-,-,-,-,28.98085700,77.79042800,03-05-2021 08:30,52,"",120000,""
1141,RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD VILL. KOL MEERUT,CPCB,9,Uttar Pradesh,169,MEERUT,MEERUT,-,-,-,-,-,-,-,-,28.98085700,77.79042800,03-06-2021 08:30,54,"",130000,""
1142,RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD VILL. KOL MEERUT,CPCB,9,Uttar Pradesh,169,MEERUT,MEERUT,-,-,-,-,-,-,-,-,28.98085700,77.79042800,03-07-2021 08:30,58,"",140000,""
1143,RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD VILL. KOL MEERUT,CPCB,9,Uttar Pradesh,169,MEERUT,MEERUT,-,-,-,-,-,-,-,-,28.98085700,77.79042800,03-08-2021 08:30,56,"",120000,""
1144,RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD VILL. KOL MEERUT,CPCB,9,Uttar Pradesh,169,MEERUT,MEERUT,-,-,-,-,-,-,-,-,28.98085700,77.79042800,03-09-2021 08:30,62,"",120000,""
1145,RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD VILL. KOL MEERUT,CPCB,9,Uttar Pradesh,169,MEERUT,MEERUT,-,-,-,-,-,-,-,-,28.98085700,77.79042800,04-10-2021 08:30,62,"",140000,""
1146,RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD VILL. KOL MEERUT,CPCB,9,Uttar Pradesh,169,MEERUT,MEERUT,-,-,-,-,-,-,-,-,28.98085700,77.79042800,03-11-2021 08:30,60,"",130000,""
1147,RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD VILL. KOL MEERUT,CPCB,9,Uttar Pradesh,169,MEERUT,MEERUT,-,-,-,-,-,-,-,-,28.98085700,77.79042800,03-12-2021 08:30,62,"",120000,""
1148,RIVER RAPTI AT RAJGHAT GORAKHPUR,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.73317400,83.34789400,05-01-2021 08:30,5.8,"",33000,""
1149,RIVER RAPTI AT RAJGHAT GORAKHPUR,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.73317400,83.34789400,01-02-2021 08:30,5.6,"",32000,""
1150,RIVER RAPTI AT RAJGHAT GORAKHPUR,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.73317400,83.34789400,15-03-2021 08:30,5.8,"",35000,""
1151,RIVER RAPTI AT RAJGHAT GORAKHPUR,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.73317400,83.34789400,01-04-2021 08:30,5.8,"",36000,""
1152,RIVER RAPTI AT RAJGHAT GORAKHPUR,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.73317400,83.34789400,03-06-2021 08:30,5.4,"",30000,""
1153,RIVER RAPTI AT RAJGHAT GORAKHPUR,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.73317400,83.34789400,02-08-2021 08:30,5,"",26000,""
1154,RIVER RAPTI AT RAJGHAT GORAKHPUR,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.73317400,83.34789400,01-09-2021 08:30,5.2,"",24000,""
1155,RIVER RAPTI AT RAJGHAT GORAKHPUR,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.73317400,83.34789400,06-10-2021 08:30,5.4,"",26000,""
1156,RIVER RAPTI AT RAJGHAT GORAKHPUR,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.73317400,83.34789400,01-11-2021 08:30,5.6,"",28000,""
1157,RIVER RAPTI AT RAJGHAT GORAKHPUR,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.73317400,83.34789400,04-12-2021 08:30,5.4,"",26000,""
1158,RIVER SAI AT JALALPUR JAUNPUR,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.62992200,82.75620800,03-01-2021 08:30,3.4,"",8000,""
1159,RIVER SAI AT JALALPUR JAUNPUR,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.62992200,82.75620800,03-02-2021 08:30,3.3,"",5000,""
1160,RIVER SAI AT JALALPUR JAUNPUR,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.62992200,82.75620800,03-03-2021 08:30,3.6,"",8000,""
1161,RIVER SAI AT JALALPUR JAUNPUR,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.62992200,82.75620800,03-04-2021 08:30,3.8,"",8000,""
1162,RIVER SAI AT JALALPUR JAUNPUR,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.62992200,82.75620800,03-05-2021 08:30,3.8,"",5000,""
1163,RIVER SAI AT JALALPUR JAUNPUR,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.62992200,82.75620800,03-06-2021 08:30,3.7,"",8000,""
