SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
833,RIVER GANGA A/C TAMSA RIVER SIRSA SON BARSA,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.25936300,82.09647800,14-10-2021 08:30,2.7,"",780,""
834,RIVER GANGA A/C TAMSA RIVER SIRSA SON BARSA,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.25936300,82.09647800,31-10-2021 08:30,2.6,"",930,""
835,RIVER GANGA A/C TAMSA RIVER SIRSA SON BARSA,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.25936300,82.09647800,18-11-2021 08:30,2.7,"",700,""
836,RIVER GANGA A/C TAMSA RIVER SIRSA SON BARSA,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.25936300,82.09647800,28-11-2021 08:30,2.7,"",780,""
837,RIVER GANGA A/C TAMSA RIVER SIRSA SON BARSA,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.25936300,82.09647800,12-12-2021 08:30,2.8,"",680,""
838,RIVER GANGA A/C TAMSA RIVER SIRSA SON BARSA,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.25936300,82.09647800,30-12-2021 08:30,2.7,"","",""
839,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,05-01-2021 08:30,3.2,"",2100,""
840,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,02-02-2021 08:30,3.2,"",2100,""
841,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,06-04-2021 08:30,3.2,"",2100,""
842,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,27-04-2021 08:30,3.2,"",1700,""
843,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,11-05-2021 08:30,3.3,"",1600,""
844,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,25-05-2021 08:30,3.2,"",1700,""
845,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,08-06-2021 08:30,3.2,"",1800,""
846,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,06-07-2021 08:30,3.4,"",1500,""
847,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,23-07-2021 08:30,3.3,"",2200,""
848,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,10-08-2021 08:30,3.4,"",2800,""
849,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,21-09-2021 08:30,"","",2100,""
850,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,22-10-2021 08:30,"","",2100,""
851,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,10-11-2021 08:30,"","",1700,""
852,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,24-11-2021 08:30,3.5,"",2400,""
853,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,09-12-2021 08:30,3.3,"",2100,""
854,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,ZAMANIA,-,-,-,-,-,-,-,-,25.51411000,83.85067800,25-12-2021 08:30,3.2,"",2400,""
855,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,05-01-2021 08:30,3.5,"",13000,""
856,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,22-01-2021 08:30,3.6,"",11000,""
857,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,02-02-2021 08:30,3.5,"",10000,""
858,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,27-04-2021 08:30,3.4,"",3500,""
859,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,06-05-2021 08:30,3.8,"",3500,""
860,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,11-05-2021 08:30,3.6,"",4100,""
861,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,08-06-2021 08:30,3.5,"",4100,""
862,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,06-07-2021 08:30,3.9,"",2800,""
863,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,23-07-2021 08:30,3.6,"",3400,""
864,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,10-08-2021 08:30,3.7,"",3100,""
865,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,21-09-2021 08:30,"","",3800,""
866,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,22-10-2021 08:30,"","",3600,""
867,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,10-11-2021 08:30,"","",3300,""
868,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,24-11-2021 08:30,4,"",3400,""
869,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,09-12-2021 08:30,4.1,"",2700,""
870,RIVER GANGA AT BATHING GHAT (GOLA GHAT),CPCB,9,Uttar Pradesh,146,GHAZIPUR,GHAZIPUR,-,-,-,-,-,-,-,-,25.58012800,83.58978700,25-12-2021 08:30,4.2,"",2100,""
871,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,05-01-2021 08:30,3.8,"",23000,""
872,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,22-01-2021 08:30,3.9,"",17000,""
873,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,02-02-2021 08:30,3.8,"",14000,""
874,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,06-04-2021 08:30,3.9,"",10000,""
875,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,27-04-2021 08:30,3.9,"",14000,""
876,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,11-05-2021 08:30,3.8,"",7000,""
877,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,25-05-2021 08:30,3.9,"",6800,""
878,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,08-06-2021 08:30,3.9,"",4900,""
879,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,06-07-2021 08:30,4.2,"",7000,""
880,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,23-07-2021 08:30,4,"",6300,""
881,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,10-08-2021 08:30,4,"",4900,""
882,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,21-09-2021 08:30,"","",4700,""
883,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,22-10-2021 08:30,"","",6300,""
884,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,10-11-2021 08:30,"","",6800,""
885,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,09-12-2021 08:30,4.2,"",4000,""
886,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.43432200,80.40858700,25-12-2021 08:30,4.4,"",3500,""
887,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,04-01-2021 08:30,3.4,"",8000,""
888,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,01-02-2021 08:30,2.8,"",8000,""
889,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,15-02-2021 08:30,2.3,"",4000,""
890,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,01-03-2021 08:30,3.2,"",7000,""
891,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,15-03-2021 08:30,3.3,"",8000,""
892,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,03-04-2021 08:30,3.2,"",8000,""
893,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,17-04-2021 08:30,3,"",5000,""
894,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,18-05-2021 08:30,3.2,"",8000,""
895,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,25-05-2021 08:30,3.2,"",7000,""
896,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,02-06-2021 08:30,3.3,"",11000,""
897,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,16-06-2021 08:30,3.2,"",8000,""
898,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,12-07-2021 08:30,3.3,"",7000,""
899,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,26-07-2021 08:30,3.1,"",5000,""
900,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,02-08-2021 08:30,3.4,"",8000,""
901,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,17-08-2021 08:30,3.5,"",7000,""
902,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,06-09-2021 08:30,3.2,"",7000,""
903,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,28-09-2021 08:30,3,"",9000,""
904,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,04-10-2021 08:30,2.9,"",7000,""
905,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,18-10-2021 08:30,3.2,"",8000,""
906,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,08-11-2021 08:30,3.2,"",5000,""
907,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,29-11-2021 08:30,3.2,"",7000,""
908,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,01-12-2021 08:30,3,"",8000,""
909,RIVER GANGA AT CHUNAR,CPCB,9,Uttar Pradesh,170,MIRZAPUR,Chunar,-,-,-,-,-,-,-,-,25.12927800,82.87727800,20-12-2021 08:30,2.8,"",7000,""
910,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,05-01-2021 08:30,3.3,"",3100,""
911,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,22-01-2021 08:30,3.4,"",2100,""
912,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,02-02-2021 08:30,3.4,"",3100,""
913,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,06-04-2021 08:30,3.6,"",2700,""
914,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,27-04-2021 08:30,3.2,"",2200,""
915,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,11-05-2021 08:30,3.4,"",1800,""
916,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,25-05-2021 08:30,3.6,"",2100,""
917,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,08-06-2021 08:30,3.8,"",3200,""
918,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,23-07-2021 08:30,3.4,"",3100,""
919,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,10-08-2021 08:30,3.5,"",2500,""
920,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,21-09-2021 08:30,"","",2200,""
921,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,22-10-2021 08:30,"","",2700,""
922,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,10-11-2021 08:30,"","",2800,""
923,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,24-11-2021 08:30,4,"",2500,""
924,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,09-12-2021 08:30,3.6,"",3400,""
925,RIVER GANGA AT D/S (SHUKLAGANJ),CPCB,9,Uttar Pradesh,186,UNNAO,PURWA,-,-,-,-,-,-,-,-,26.47419400,80.37613900,25-12-2021 08:30,3.8,"",3600,""
926,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,05-01-2021 08:30,2.3,"",1100,""
927,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,02-02-2021 08:30,1.8,"",1200,""
928,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,24-02-2021 08:30,1.7,"",1000,""
929,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,11-05-2021 08:30,3.7,"",980,""
930,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,25-05-2021 08:30,4,"",930,""
931,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,08-06-2021 08:30,1.8,"",980,""
932,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,22-06-2021 08:30,1.6,"",930,""
933,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,06-07-2021 08:30,1.9,"",1100,""
934,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,23-07-2021 08:30,1.9,"",920,""
935,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,10-08-2021 08:30,1.8,"",540,""
936,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,24-08-2021 08:30,1.9,"",920,""
937,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,21-10-2021 08:30,"","",1100,""
938,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,08-11-2021 08:30,"","",920,""
939,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,22-11-2021 08:30,2.8,"",780,""
940,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,06-12-2021 08:30,2.8,"",350,""
941,RIVER GANGA AT FARRUKABAD,CPCB,9,Uttar Pradesh,141,FARRUKHABAD,Farrukhabad ,-,-,-,-,-,-,-,-,27.39863900,79.62738900,24-12-2021 08:30,2.9,"",680,""
942,RIVER GANGA AT GHARMUKTESHWAR,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.80244400,78.12872200,07-01-2021 08:30,1.4,"",170,""
943,RIVER GANGA AT GHARMUKTESHWAR,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.80244400,78.12872200,02-02-2021 08:30,1.3,"",130,""
944,RIVER GANGA AT GHARMUKTESHWAR,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.80244400,78.12872200,23-02-2021 08:30,"","",350,""
945,RIVER GANGA AT GHARMUKTESHWAR,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.80244400,78.12872200,09-03-2021 08:30,1.4,"",220,""
946,RIVER GANGA AT GHARMUKTESHWAR,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.80244400,78.12872200,06-04-2021 08:30,1.4,"",240,""
947,RIVER GANGA AT GHARMUKTESHWAR,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.80244400,78.12872200,27-04-2021 08:30,1.2,"",170,""
948,RIVER GANGA AT GHARMUKTESHWAR,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.80244400,78.12872200,06-05-2021 08:30,1.4,"",240,""
949,RIVER GANGA AT GHARMUKTESHWAR,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.80244400,78.12872200,07-05-2021 08:30,"","",130,""
950,RIVER GANGA AT GHARMUKTESHWAR,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.80244400,78.12872200,04-06-2021 08:30,"","",280,""
951,RIVER GANGA AT GHARMUKTESHWAR,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.80244400,78.12872200,25-06-2021 08:30,1.3,"",130,""
952,RIVER GANGA AT GHARMUKTESHWAR,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.80244400,78.12872200,06-07-2021 08:30,2,"",220,""
953,RIVER GANGA AT GHARMUKTESHWAR,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.80244400,78.12872200,20-07-2021 08:30,1.2,"",220,""
954,RIVER GANGA AT GHARMUKTESHWAR,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.80244400,78.12872200,10-08-2021 08:30,1.1,"",170,""
955,RIVER GANGA AT GHARMUKTESHWAR,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.80244400,78.12872200,31-08-2021 08:30,1.2,"",240,""
